#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
084247+014148,130.699055,1.696740,0.702,-99.000,-99.00,-99.00,-99.,19.25,23.32,GG,Y,C,SuGOHI1
084300+004834,130.751780,0.809500,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
084303-002137,130.766500,-0.360280,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
084306+051435,130.777356,5.243116,0.623,-99.000,-99.00,-99.00,-99.,21.28,-99.00,GG,Y,C,SuGOHI8
084318+031027,130.826844,3.174195,-99.000,-99.000,0.69,-99.00,-99.,19.84,-99.00,GG,V,C,SuGOHI6
084353+002229,130.972138,0.374985,-99.000,-99.000,0.44,-99.00,-99.,18.91,-99.00,GG,V,C,SuGOHI6
084409+010056,131.037720,1.015730,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
084423-001738,131.095840,-0.294010,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
084445+013823,131.187701,1.639820,0.349,-99.000,-99.00,-99.00,-99.,18.50,21.12,GG,Y,C,SuGOHI1
084521+011325,131.337553,1.223804,0.709,-99.000,-99.00,-99.00,-99.,19.41,22.07,GG,Y,C,SuGOHI1
084526+010847,131.358475,1.146529,-99.000,-99.000,0.21,-99.00,-99.,17.13,-99.00,GG,VY,C,SuGOHI6
084534+024028,131.392267,2.674453,0.551,-99.000,-99.00,-99.00,-99.,19.11,21.83,GG,Y,C,SuGOHI1
084611+012642,131.549580,1.445130,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
084619+004454,131.581802,0.748478,-99.000,-99.000,0.76,-99.00,-99.,19.92,-99.00,GG,VY,C,SuGOHI6
084626-022212,131.609500,-2.370110,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
084700-003626,131.752944,-0.607450,-99.000,-99.000,1.15,-99.00,-99.,19.88,-99.00,GG,VY,C,SuGOHI6
084722-013441,131.841800,-1.578200,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
084750+004210,131.960020,0.702954,0.507,-99.000,-99.00,-99.00,-99.,19.33,23.10,GG,Y,C,SuGOHI1
084759+014850,131.997728,1.813953,-99.000,-99.000,0.66,-99.00,-99.,19.99,-99.00,GG,VY,C,SuGOHI6
084827-004620,132.114014,-0.772468,0.465,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
084828+022227,132.116895,2.374328,0.375,-99.000,-99.00,-99.00,-99.,18.25,22.25,GG,Y,C,"SuGOHI1 LinKS"
084843+012524,132.181048,1.423543,-99.000,-99.000,0.46,-99.00,-99.,19.27,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
084857-000705,132.237684,-0.118213,-99.000,-99.000,0.74,-99.00,-99.,20.30,-99.00,GG,VY,C,SuGOHI6
084905+034329,132.273826,3.724911,0.466,-99.000,-99.00,-99.00,-99.,20.97,-99.00,GG,Y,C,SuGOHI8
084913+024221,132.305712,2.705939,-99.000,-99.000,0.84,-99.00,-99.,20.96,-99.00,GG,VY,C,SuGOHI6
084914+003001,132.309765,0.500405,-99.000,-99.000,0.78,-99.00,-99.,20.10,-99.00,GG,V,C,SuGOHI6
084915-002421,132.314362,-0.405986,-99.000,-99.000,0.58,-99.00,-99.,18.31,-99.00,GG,VY,C,SuGOHI6
084932+014503,132.384742,1.750838,0.325,-99.000,-99.00,-99.00,-99.,17.63,21.79,GG,Y,C,SuGOHI1
085015+013800,132.565470,1.633400,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085020+014258,132.585730,1.716300,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085024-002043,132.600857,-0.345517,-99.000,-99.000,0.77,-99.00,-99.,20.56,-99.00,GG,V,C,SuGOHI6
085036+010306,132.651537,1.051669,-99.000,-99.000,0.83,-99.00,-99.,20.22,-99.00,GG,VY,C,SuGOHI6
085102+003137,132.761196,0.527162,-99.000,-99.000,0.58,-99.00,-99.,18.38,-99.00,GG,VY,C,SuGOHI6
085114-001225,132.809230,-0.207170,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085118+002044,132.826802,0.345647,-99.000,-99.000,0.84,-99.00,-99.,20.55,-99.00,GG,VY,C,SuGOHI6
085125-010309,132.854726,-1.052729,-99.000,-99.000,0.56,-99.00,-99.,19.31,-99.00,GG,VY,C,SuGOHI6
085130+021823,132.875275,2.306456,0.386,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,ECN,C,"SuGOHI1 SuGOHI10"
085131+011716,132.882833,1.287919,0.611,-99.000,-99.00,-99.00,-99.,19.41,22.72,GG,Y,C,SuGOHI1
085132+025832,132.885100,2.975788,0.527,-99.000,-99.00,-99.00,-99.,19.00,21.73,GG,YV,C,"SuGOHI1 SuGOHI6"
085138-004604,132.910209,-0.767829,-99.000,-99.000,0.34,-99.00,-99.,17.94,-99.00,GG,V,C,SuGOHI6
085140-003156,132.918803,-0.532272,-99.000,-99.000,0.77,-99.00,-99.,19.55,-99.00,GG,VY,C,SuGOHI6
085150+015804,132.961764,1.967874,0.708,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,C,C,SuGOHI1
085205-003243,133.022395,-0.545315,0.645,-99.000,-99.00,-99.00,-99.,19.46,23.41,GG,Y,C,SuGOHI1
085232+011719,133.133410,1.288620,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
085235+014227,133.149379,1.707501,-99.000,-99.000,0.23,-99.00,-99.,17.21,-99.00,GG,VY,C,SuGOHI6
085245+000912,133.189423,0.153573,0.552,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
085247+045218,133.198204,4.871803,0.546,-99.000,-99.00,-99.00,-99.,20.77,-99.00,GG,Y,C,SuGOHI8
085303-005338,133.262650,-0.893930,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085308+000416,133.283753,0.071313,-99.000,-99.000,0.82,-99.00,-99.,20.78,-99.00,GG,V,C,SuGOHI6
085318+020416,133.326500,2.071300,-99.000,-99.000,0.52,0.71,-99.,19.91,20.02,GG,VCN,C,"SuGOHI5 SuGOHI10"
085323+003256,133.349248,0.548912,-99.000,-99.000,0.93,-99.00,-99.,21.09,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
085337-010830,133.407430,-1.141765,-99.000,-99.000,0.32,-99.00,-99.,18.12,-99.00,GG,V,C,SuGOHI6
085349-003038,133.456774,-0.510627,-99.000,-99.000,0.84,-99.00,-99.,20.06,-99.00,GG,VY,C,SuGOHI6
085351-005256,133.464081,-0.882243,-99.000,-99.000,0.56,-99.00,-99.,19.61,-99.00,GG,VY,C,SuGOHI6
085352+024240,133.469720,2.711300,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085352-002130,133.467704,-0.358336,-99.000,-99.000,0.59,-99.00,-99.,20.00,-99.00,GG,V,C,SuGOHI6
085410+021334,133.542989,2.226124,-99.000,-99.000,0.76,-99.00,-99.,20.17,-99.00,GG,V,C,SuGOHI6
085441+010718,133.672693,1.121865,-99.000,-99.000,0.47,-99.00,-99.,19.22,-99.00,GG,V,C,SuGOHI6
085443+002352,133.679450,0.397810,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085456+003430,133.735291,0.575086,0.475,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
085508-004257,133.784900,-0.715900,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085519-003527,133.830633,-0.591043,-99.000,-99.000,0.95,-99.00,-99.,20.34,-99.00,GG,VY,C,SuGOHI6
085521+021039,133.839012,2.177704,-99.000,-99.000,0.79,-99.00,-99.,19.62,-99.00,GG,V,C,SuGOHI6
085522+012023,133.841772,1.339938,-99.000,-99.000,0.74,-99.00,-99.,21.04,-99.00,GG,V,C,SuGOHI6
085537+020910,133.907693,2.152896,-99.000,-99.000,0.77,-99.00,-99.,21.46,-99.00,GG,V,C,SuGOHI6
085542+013159,133.925953,1.533110,0.606,-99.000,-99.00,-99.00,-99.,20.12,20.82,GG,Y,C,SuGOHI1
085546+024556,133.944356,2.765665,0.506,-99.000,-99.00,-99.00,-99.,18.67,22.32,GG,YCN,C,"SuGOHI1 SuGOHI10"
085550-001755,133.961621,-0.298631,-99.000,-99.000,0.84,-99.00,-99.,20.59,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
085605-000010,134.023037,-0.003046,-99.000,-99.000,0.65,-99.00,-99.,19.66,-99.00,GG,V,C,SuGOHI6
085613+012831,134.058153,1.475463,-99.000,-99.000,0.75,-99.00,-99.,21.03,-99.00,GG,V,C,SuGOHI6
085615-011145,134.066220,-1.196094,-99.000,-99.000,0.81,-99.00,-99.,20.43,-99.00,GG,V,C,SuGOHI6
085632+013202,134.133972,1.534025,-99.000,-99.000,1.18,-99.00,-99.,22.05,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
085652+032025,134.218370,3.340500,-99.000,-99.000,0.51,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085654+021819,134.227015,2.305442,-99.000,-99.000,0.72,-99.00,-99.,20.22,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
085655+005711,134.229743,0.953176,-99.000,-99.000,0.73,-99.00,-99.,20.72,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
